step,tag
14,reward,normal,11.547913157580487,11.548,CReLU,Hopper-v4,2
21,reward,normal,4.305570164733556,7.927,CReLU,Hopper-v4,2
34,reward,normal,10.218914465308831,8.691,CReLU,Hopper-v4,2
49,reward,normal,13.823061862142737,9.974,CReLU,Hopper-v4,2
99,reward,normal,62.852064523068854,20.55,CReLU,Hopper-v4,2
113,reward,normal,10.496134117721008,18.874,CReLU,Hopper-v4,2
122,reward,normal,7.680838806437587,17.275,CReLU,Hopper-v4,2
147,reward,normal,16.821803884576823,17.218,CReLU,Hopper-v4,2
165,reward,normal,16.52196325600353,17.141,CReLU,Hopper-v4,2
183,reward,normal,13.045390347290818,16.731,CReLU,Hopper-v4,2
209,reward,normal,21.288932310958668,17.705,CReLU,Hopper-v4,2
222,reward,normal,10.797720636901312,18.355,CReLU,Hopper-v4,2
250,reward,normal,33.8382589363722,20.717,CReLU,Hopper-v4,2
261,reward,normal,6.300299560493108,19.964,CReLU,Hopper-v4,2
315,reward,normal,80.40550862366459,21.72,CReLU,Hopper-v4,2
329,reward,normal,12.816550698413485,21.952,CReLU,Hopper-v4,2
341,reward,normal,8.630957327538846,22.047,CReLU,Hopper-v4,2
372,reward,normal,45.449900006637485,24.91,CReLU,Hopper-v4,2
386,reward,normal,11.855299463741677,24.443,CReLU,Hopper-v4,2
402,reward,normal,11.900078576198132,24.328,CReLU,Hopper-v4,2
414,reward,normal,10.420957191190336,23.242,CReLU,Hopper-v4,2
444,reward,normal,43.230341063099466,26.485,CReLU,Hopper-v4,2
473,reward,normal,17.08776105948814,24.81,CReLU,Hopper-v4,2
499,reward,normal,10.108150090386086,25.191,CReLU,Hopper-v4,2
512,reward,normal,10.519398931686554,18.202,CReLU,Hopper-v4,2
549,reward,normal,33.93158723304839,20.313,CReLU,Hopper-v4,2
558,reward,normal,7.2413388059988515,20.174,CReLU,Hopper-v4,2
573,reward,normal,11.465521290884535,16.776,CReLU,Hopper-v4,2
593,reward,normal,14.402107437919133,17.031,CReLU,Hopper-v4,2
616,reward,normal,15.385584347196097,17.379,CReLU,Hopper-v4,2
640,reward,normal,22.614107575135357,18.599,CReLU,Hopper-v4,2
663,reward,normal,18.915791429016714,16.167,CReLU,Hopper-v4,2
685,reward,normal,22.43452217342372,16.702,CReLU,Hopper-v4,2
699,reward,normal,8.388178853804,16.53,CReLU,Hopper-v4,2
726,reward,normal,9.607280790525284,16.439,CReLU,Hopper-v4,2
749,reward,normal,13.151069557223394,14.361,CReLU,Hopper-v4,2
760,reward,normal,7.766215000602334,14.413,CReLU,Hopper-v4,2
775,reward,normal,11.304846505244168,14.397,CReLU,Hopper-v4,2
794,reward,normal,5.486810934968622,13.505,CReLU,Hopper-v4,2
801,reward,normal,4.963563013997728,12.463,CReLU,Hopper-v4,2
814,reward,normal,12.275262515578092,11.429,CReLU,Hopper-v4,2
832,reward,normal,12.93382479616294,10.831,CReLU,Hopper-v4,2
841,reward,normal,7.2414583514824,9.312,CReLU,Hopper-v4,2
859,reward,normal,23.038327722227724,10.777,CReLU,Hopper-v4,2
883,reward,normal,13.547658673565959,11.171,CReLU,Hopper-v4,2
892,reward,normal,6.875968747846061,10.543,CReLU,Hopper-v4,2
903,reward,normal,8.615120871698496,10.628,CReLU,Hopper-v4,2
916,reward,normal,8.903538682766692,10.388,CReLU,Hopper-v4,2
935,reward,normal,18.951202955757296,11.735,CReLU,Hopper-v4,2
950,reward,normal,11.408479089615282,12.379,CReLU,Hopper-v4,2
963,reward,normal,10.628264590871408,12.214,CReLU,Hopper-v4,2
993,reward,normal,27.254678434620214,13.646,CReLU,Hopper-v4,2
1017,reward,normal,28.746548234317782,15.797,CReLU,Hopper-v4,2
1030,reward,normal,13.296552636065233,14.823,CReLU,Hopper-v4,2
1052,reward,normal,21.275632893550082,15.596,CReLU,Hopper-v4,2
1068,reward,normal,14.455068929923879,16.354,CReLU,Hopper-v4,2
1087,reward,normal,21.090800773753006,17.601,CReLU,Hopper-v4,2
1180,reward,normal,161.028452789989,32.814,CReLU,Hopper-v4,2
1209,reward,normal,32.69308372456335,34.188,CReLU,Hopper-v4,2
1226,reward,normal,16.029224374689804,34.65,CReLU,Hopper-v4,2
1235,reward,normal,7.245879990166913,34.312,CReLU,Hopper-v4,2
1262,reward,normal,26.66804350460266,34.253,CReLU,Hopper-v4,2
1276,reward,normal,10.214204881406616,32.4,CReLU,Hopper-v4,2
1291,reward,normal,12.240186147312357,32.294,CReLU,Hopper-v4,2
1304,reward,normal,8.760574819281931,31.043,CReLU,Hopper-v4,2
1338,reward,normal,53.36873562358404,34.934,CReLU,Hopper-v4,2
1353,reward,normal,10.726836720340017,33.898,CReLU,Hopper-v4,2
1367,reward,normal,12.199001707319741,19.015,CReLU,Hopper-v4,2
1375,reward,normal,5.901700832044673,16.335,CReLU,Hopper-v4,2
1394,reward,normal,24.952028969915947,17.228,CReLU,Hopper-v4,2
1422,reward,normal,29.520147115959954,19.455,CReLU,Hopper-v4,2
1436,reward,normal,12.712059976965728,18.06,CReLU,Hopper-v4,2
1450,reward,normal,11.813013410169894,18.219,CReLU,Hopper-v4,2
1490,reward,normal,55.11824690425457,22.507,CReLU,Hopper-v4,2
1516,reward,normal,30.78037133671063,24.709,CReLU,Hopper-v4,2
1553,reward,normal,33.36890500332533,22.709,CReLU,Hopper-v4,2
1565,reward,normal,6.706594636003964,22.307,CReLU,Hopper-v4,2
1574,reward,normal,7.649687556694447,21.852,CReLU,Hopper-v4,2
1581,reward,normal,5.706399777699898,21.833,CReLU,Hopper-v4,2
1597,reward,normal,13.03815253937386,20.641,CReLU,Hopper-v4,2
1614,reward,normal,14.317738489011191,19.121,CReLU,Hopper-v4,2
1623,reward,normal,7.541084609469636,18.604,CReLU,Hopper-v4,2
1641,reward,normal,13.945231749941307,18.817,CReLU,Hopper-v4,2
1659,reward,normal,12.227037064176857,14.528,CReLU,Hopper-v4,2
1676,reward,normal,13.923602516623879,12.842,CReLU,Hopper-v4,2
1686,reward,normal,7.4665754706800085,10.252,CReLU,Hopper-v4,2
1705,reward,normal,22.5431129586392,11.836,CReLU,Hopper-v4,2
1719,reward,normal,12.250863368101628,12.296,CReLU,Hopper-v4,2
1730,reward,normal,7.322711529235038,12.458,CReLU,Hopper-v4,2
1748,reward,normal,17.249366722852592,12.879,CReLU,Hopper-v4,2
1765,reward,normal,16.5250013297297,13.099,CReLU,Hopper-v4,2
1790,reward,normal,30.05796915010052,15.351,CReLU,Hopper-v4,2
1818,reward,normal,25.540339421326827,16.511,CReLU,Hopper-v4,2
1830,reward,normal,12.446087675236186,16.533,CReLU,Hopper-v4,2
1846,reward,normal,11.906359545575,16.331,CReLU,Hopper-v4,2
1865,reward,normal,18.850624288804838,17.469,CReLU,Hopper-v4,2
1886,reward,normal,14.54091226479742,16.669,CReLU,Hopper-v4,2
1897,reward,normal,9.36717285740838,16.381,CReLU,Hopper-v4,2
1912,reward,normal,14.746608940538056,17.123,CReLU,Hopper-v4,2
1923,reward,normal,9.749444490787209,16.373,CReLU,Hopper-v4,2
1942,reward,normal,19.471439341641826,16.668,CReLU,Hopper-v4,2
1953,reward,normal,8.817741583648539,14.544,CReLU,Hopper-v4,2
1964,reward,normal,9.47826828562734,12.937,CReLU,Hopper-v4,2
2002,reward,normal,31.155029600111536,14.808,CReLU,Hopper-v4,2
2015,reward,normal,10.58906515830443,14.677,CReLU,Hopper-v4,2
2027,reward,normal,6.23723302877236,13.415,CReLU,Hopper-v4,2
2038,reward,normal,6.455007988498993,12.607,CReLU,Hopper-v4,2
2052,reward,normal,7.377935794070495,12.408,CReLU,Hopper-v4,2
2091,reward,normal,43.77671306224752,15.311,CReLU,Hopper-v4,2
2104,reward,normal,12.810680211759458,15.617,CReLU,Hopper-v4,2
2125,reward,normal,18.67852580388927,15.538,CReLU,Hopper-v4,2
2135,reward,normal,7.675520670592147,15.423,CReLU,Hopper-v4,2
2144,reward,normal,7.102349524891035,15.186,CReLU,Hopper-v4,2
2171,reward,normal,15.436927515285625,13.614,CReLU,Hopper-v4,2
2183,reward,normal,9.302534910157059,13.485,CReLU,Hopper-v4,2
2194,reward,normal,9.012354414061933,13.763,CReLU,Hopper-v4,2
2210,reward,normal,12.323308129129014,14.35,CReLU,Hopper-v4,2
2224,reward,normal,9.143963944540262,14.526,CReLU,Hopper-v4,2
2235,reward,normal,8.144577778314295,10.963,CReLU,Hopper-v4,2
2272,reward,normal,62.95811503836191,15.978,CReLU,Hopper-v4,2
2288,reward,normal,13.928630298869543,15.503,CReLU,Hopper-v4,2
2303,reward,normal,13.388596629803752,16.074,CReLU,Hopper-v4,2
2315,reward,normal,10.238623541493254,16.388,CReLU,Hopper-v4,2
2376,reward,normal,68.49492244847976,21.694,CReLU,Hopper-v4,2
2387,reward,normal,9.382460199003908,21.702,CReLU,Hopper-v4,2
2442,reward,normal,89.49537041600729,29.75,CReLU,Hopper-v4,2
2453,reward,normal,9.437139150156824,29.461,CReLU,Hopper-v4,2
2474,reward,normal,16.24278212781873,30.171,CReLU,Hopper-v4,2
2483,reward,normal,7.04316975935464,30.061,CReLU,Hopper-v4,2
2500,reward,normal,18.33107507116116,25.598,CReLU,Hopper-v4,2
2509,reward,normal,5.939746638508311,24.799,CReLU,Hopper-v4,2
2518,reward,normal,7.01951053288487,24.162,CReLU,Hopper-v4,2
